,Landmark Name,Latitude,Longitude,Number of EV charger station,Charger Info
48,Melbourne Town Hall,-37.8150754791411,144.966542722283,40,"[{'name': 'Lonsdale St', 'distance': 949.854068168498, 'location': (-37.81343708, 144.955934)}, {'name': 'Bourke St', 'distance': 887.7341569417504, 'location': (-37.81477906, 144.956447)}, {'name': 'Secure Parking (450 Flinders Lane)', 'distance': 789.1679624611199, 'location': (-37.818758, 144.958866)}, {'name': 'Park Hyatt Melbourne', 'distance': 911.6884183829065, 'location': (-37.811933, 144.976125)}, {'name': 'Wilson Parking', 'distance': 435.3989466067264, 'location': (-37.811294, 144.967823)}, {'name': 'Collins St', 'distance': 312.24730916382174, 'location': (-37.81496609, 144.9700935)}, {'name': 'Lonsdale St', 'distance': 623.0961410766063, 'location': (-37.81005952, 144.9696999)}, {'name': '300 Latrobe Street - Wilson Car Park', 'distance': 764.1594391929514, 'location': (-37.810021, 144.960653)}, {'name': 'Lonsdale St', 'distance': 496.7846471711488, 'location': (-37.81137439, 144.9633783)}, {'name': 'Lonsdale St', 'distance': 764.7956520887132, 'location': (-37.8130787, 144.9582143)}, {'name': 'Flinders Ln', 'distance': 797.0198628383896, 'location': (-37.81861176, 144.9586537)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 758.5949380057024, 'location': (-37.821895, 144.966652)}, {'name': 'Rialto Car Park', 'distance': 903.3544472714053, 'location': (-37.8191, 144.957613)}, {'name': 'Russell St', 'distance': 377.8828517076766, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 435.4783358227807, 'location': (-37.81129305, 144.967822)}, {'name': 'Wilson Parking Eureka', 'distance': 749.3083633945287, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 688.582985675781, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 406.43007864607523, 'location': (-37.81621089, 144.9709391)}, {'name': 'Wilson Parking', 'distance': 887.3749124043496, 'location': (-37.814781, 144.956451)}, {'name': 'Southbank', 'distance': 632.9962122111951, 'location': (-37.82076345, 144.9663122)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 754.6254701913804, 'location': (-37.813049, 144.958347)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 392.796826968553, 'location': (-37.812452, 144.969535)}, {'name': 'Southbank', 'distance': 722.0457101931102, 'location': (-37.81609341, 144.9584272)}, {'name': 'Parliament PI', 'distance': 976.6135050290179, 'location': (-37.8110789, 144.9764385)}, {'name': 'Southbank', 'distance': 654.0204308659575, 'location': (-37.82082443, 144.9649806)}, {'name': 'ACDC Garage', 'distance': 391.4165306848344, 'location': (-37.816185, 144.97077)}, {'name': 'Melbourne Central Carpark', 'distance': 456.9300292676366, 'location': (-37.811734, 144.963518)}, {'name': 'Lonsdale St', 'distance': 489.07554907449776, 'location': (-37.81067877, 144.9666047)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 418.6116209083356, 'location': (-37.818268, 144.96402)}, {'name': 'Bourke St', 'distance': 506.65888166861896, 'location': (-37.81211268, 144.9709222)}, {'name': 'Queens & Collins', 'distance': 454.0210041363064, 'location': (-37.81594, 144.961493)}, {'name': 'Lonsdale St', 'distance': 646.9841332205815, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 277.31296577806074, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 511.0689583962711, 'location': (-37.817739, 144.971282)}, {'name': 'Flagstaff Car Park', 'distance': 972.7117200935943, 'location': (-37.813111, 144.955756)}, {'name': 'Flinders Ln', 'distance': 885.6471960876409, 'location': (-37.81890714, 144.9577073)}, {'name': 'The Arts Centre', 'distance': 855.4959915800201, 'location': (-37.822715, 144.96767)}, {'name': 'Bourke St', 'distance': 623.1719174479881, 'location': (-37.81581182, 144.9595123)}, {'name': 'Flinders St', 'distance': 397.0561694441482, 'location': (-37.8180318, 144.9640101)}, {'name': 'QV Melbourne - Car Park', 'distance': 489.0464551039524, 'location': (-37.810679, 144.966601)}]"
49,Sidney Myer Music Bowl,-37.8233471608733,144.974686151365,9,"[{'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 724.1399191313265, 'location': (-37.821895, 144.966652)}, {'name': 'Wilson Parking Eureka', 'distance': 854.1293537577961, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 685.3903193818801, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 859.3375037207866, 'location': (-37.81621089, 144.9709391)}, {'name': 'Southbank', 'distance': 789.8915408865114, 'location': (-37.82076345, 144.9663122)}, {'name': 'Southbank', 'distance': 897.7348236829314, 'location': (-37.82082443, 144.9649806)}, {'name': 'ACDC Garage', 'distance': 867.7818277666171, 'location': (-37.816185, 144.97077)}, {'name': 'Federation Square Car Park', 'distance': 691.7968672811971, 'location': (-37.817739, 144.971282)}, {'name': 'The Arts Centre', 'distance': 620.4461617414561, 'location': (-37.822715, 144.96767)}]"
50,AAMI Park,-37.8247252673963,144.98380297866,2,"[{'name': 'Pullman Melbourne on the Park', 'distance': 972.4905503708218, 'location': (-37.815994, 144.983228)}, {'name': 'Pullman Melbourne', 'distance': 992.7313307056378, 'location': (-37.81581134, 144.9832392)}]"
51,Melbourne Star Observation Wheel,-37.8116163666726,144.937588920436,4,"[{'name': 'District Docklands Shopping - West Carpark', 'distance': 148.77370649577387, 'location': (-37.812855, 144.93695)}, {'name': 'Docklands', 'distance': 132.107125694488, 'location': (-37.81279364, 144.9373902)}, {'name': 'Docklands', 'distance': 155.1524506093988, 'location': (-37.81209916, 144.9392454)}, {'name': 'Docklands', 'distance': 189.52717787067706, 'location': (-37.81254895, 144.939394)}]"
52,Margaret Court Arena,-37.8213252086842,144.977591098955,10,"[{'name': 'Collins St', 'distance': 966.5998306650409, 'location': (-37.81496609, 144.9700935)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 963.230348118655, 'location': (-37.821895, 144.966652)}, {'name': 'Southbank', 'distance': 899.0695465245863, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 815.6181963483846, 'location': (-37.81621089, 144.9709391)}, {'name': 'Southbank', 'distance': 992.9744303045914, 'location': (-37.82076345, 144.9663122)}, {'name': 'Pullman Melbourne on the Park', 'distance': 772.6279654133492, 'location': (-37.815994, 144.983228)}, {'name': 'ACDC Garage', 'distance': 828.3160557504556, 'location': (-37.816185, 144.97077)}, {'name': 'Pullman Melbourne', 'distance': 788.9480382015439, 'location': (-37.81581134, 144.9832392)}, {'name': 'Federation Square Car Park', 'distance': 682.9514487682706, 'location': (-37.817739, 144.971282)}, {'name': 'The Arts Centre', 'distance': 885.2946438754636, 'location': (-37.822715, 144.96767)}]"
53,NGV International,-37.8230135000869,144.969342535451,14,"[{'name': 'Collins St', 'distance': 897.5408522026378, 'location': (-37.81496609, 144.9700935)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 267.1349623522865, 'location': (-37.821895, 144.966652)}, {'name': 'South Melbourne', 'distance': 988.2063421523949, 'location': (-37.83189437, 144.9690271)}, {'name': 'Wilson Parking Eureka', 'distance': 392.44075746464404, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 263.84481852270693, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 769.5474860588926, 'location': (-37.81621089, 144.9709391)}, {'name': 'Southbank', 'distance': 365.41404030527514, 'location': (-37.82076345, 144.9663122)}, {'name': 'Southbank', 'distance': 454.05843858732965, 'location': (-37.82082443, 144.9649806)}, {'name': 'ACDC Garage', 'distance': 769.8192399082345, 'location': (-37.816185, 144.97077)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 705.2111124593504, 'location': (-37.818268, 144.96402)}, {'name': 'Grand Hyatt Melbourne', 'distance': 909.1902247041638, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 610.9297253677859, 'location': (-37.817739, 144.971282)}, {'name': 'The Arts Centre', 'distance': 150.65578069394277, 'location': (-37.822715, 144.96767)}, {'name': 'Flinders St', 'distance': 725.6468916336611, 'location': (-37.8180318, 144.9640101)}]"
54,Birrarung Marr,-37.81806108403,144.97314667014,24,"[{'name': 'Park Hyatt Melbourne', 'distance': 730.1404887077539, 'location': (-37.811933, 144.976125)}, {'name': 'Wilson Parking', 'distance': 886.2250009137431, 'location': (-37.811294, 144.967823)}, {'name': 'Collins St', 'distance': 436.44684712158823, 'location': (-37.81496609, 144.9700935)}, {'name': 'Lonsdale St', 'distance': 940.135981218577, 'location': (-37.81005952, 144.9696999)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 712.3921022654625, 'location': (-37.821895, 144.966652)}, {'name': 'Russell St', 'distance': 844.5195329817728, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 886.3611337926324, 'location': (-37.81129305, 144.967822)}, {'name': 'Wilson Parking Eureka', 'distance': 809.7373217634264, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 618.8874492624786, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 282.80537770773503, 'location': (-37.81621089, 144.9709391)}, {'name': 'Southbank', 'distance': 671.5426275971388, 'location': (-37.82076345, 144.9663122)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 699.9752286030124, 'location': (-37.812452, 144.969535)}, {'name': 'Pullman Melbourne on the Park', 'distance': 915.1840406362231, 'location': (-37.815994, 144.983228)}, {'name': 'Parliament PI', 'distance': 828.7459835519047, 'location': (-37.8110789, 144.9764385)}, {'name': 'Southbank', 'distance': 780.580010221101, 'location': (-37.82082443, 144.9649806)}, {'name': 'ACDC Garage', 'distance': 295.2247342726194, 'location': (-37.816185, 144.97077)}, {'name': 'Pullman Melbourne', 'distance': 921.4465876225001, 'location': (-37.81581134, 144.9832392)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 802.265079821576, 'location': (-37.818268, 144.96402)}, {'name': 'Bourke St', 'distance': 689.9090290765018, 'location': (-37.81211268, 144.9709222)}, {'name': 'Lonsdale St', 'distance': 906.5143129107199, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 469.6471038552219, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 167.71489273944215, 'location': (-37.817739, 144.971282)}, {'name': 'The Arts Centre', 'distance': 706.7703678955869, 'location': (-37.822715, 144.96767)}, {'name': 'Flinders St', 'distance': 802.8126610984046, 'location': (-37.8180318, 144.9640101)}]"
55,Artplay,-37.8184198800044,144.971542586509,25,"[{'name': 'Park Hyatt Melbourne', 'distance': 826.2852494663002, 'location': (-37.811933, 144.976125)}, {'name': 'Wilson Parking', 'distance': 857.3555226901588, 'location': (-37.811294, 144.967823)}, {'name': 'Collins St', 'distance': 404.71620352946996, 'location': (-37.81496609, 144.9700935)}, {'name': 'Lonsdale St', 'distance': 943.9131763411266, 'location': (-37.81005952, 144.9696999)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 577.9809548627176, 'location': (-37.821895, 144.966652)}, {'name': 'Russell St', 'distance': 809.547284059948, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 857.4867115944256, 'location': (-37.81129305, 144.967822)}, {'name': 'Wilson Parking Eureka', 'distance': 668.8603031534597, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 482.6785626615221, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 251.36254452213169, 'location': (-37.81621089, 144.9709391)}, {'name': 'Southbank', 'distance': 528.3525737320992, 'location': (-37.82076345, 144.9663122)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 686.8467155251832, 'location': (-37.812452, 144.969535)}, {'name': 'Parliament PI', 'distance': 922.9364648911951, 'location': (-37.8110789, 144.9764385)}, {'name': 'Southbank', 'distance': 635.5854222686953, 'location': (-37.82082443, 144.9649806)}, {'name': 'ACDC Garage', 'distance': 257.68808332017034, 'location': (-37.816185, 144.97077)}, {'name': 'Lonsdale St', 'distance': 964.1901907004602, 'location': (-37.81067877, 144.9666047)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 661.2028007921865, 'location': (-37.818268, 144.96402)}, {'name': 'Bourke St', 'distance': 703.663609569223, 'location': (-37.81211268, 144.9709222)}, {'name': 'Queens & Collins', 'distance': 925.1198763820092, 'location': (-37.81594, 144.961493)}, {'name': 'Lonsdale St', 'distance': 920.9252951929358, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 429.933586266325, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 79.11977282756327, 'location': (-37.817739, 144.971282)}, {'name': 'The Arts Centre', 'distance': 586.5314383357966, 'location': (-37.822715, 144.96767)}, {'name': 'Flinders St', 'distance': 663.2640360933754, 'location': (-37.8180318, 144.9640101)}, {'name': 'QV Melbourne - Car Park', 'distance': 964.3137023230327, 'location': (-37.810679, 144.966601)}]"
56,Riverslide Skate Park,-37.8207887122448,144.972951789291,15,"[{'name': 'Collins St', 'distance': 694.6411721929608, 'location': (-37.81496609, 144.9700935)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 567.0337832460458, 'location': (-37.821895, 144.966652)}, {'name': 'Wilson Parking Eureka', 'distance': 690.4218816173576, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 493.85842497630927, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 539.0271603459158, 'location': (-37.81621089, 144.9709391)}, {'name': 'Southbank', 'distance': 583.3881981065739, 'location': (-37.82076345, 144.9663122)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 974.6829423382659, 'location': (-37.812452, 144.969535)}, {'name': 'Southbank', 'distance': 700.3922237670685, 'location': (-37.82082443, 144.9649806)}, {'name': 'ACDC Garage', 'distance': 546.7790732043322, 'location': (-37.816185, 144.97077)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 833.377458193314, 'location': (-37.818268, 144.96402)}, {'name': 'Bourke St', 'distance': 981.373777432047, 'location': (-37.81211268, 144.9709222)}, {'name': 'Grand Hyatt Melbourne', 'distance': 720.8460745215223, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 369.58834909644025, 'location': (-37.817739, 144.971282)}, {'name': 'The Arts Centre', 'distance': 511.1475256323678, 'location': (-37.822715, 144.96767)}, {'name': 'Flinders St', 'distance': 843.3912377068656, 'location': (-37.8180318, 144.9640101)}]"
57,Macaulay Railway Station (North Melbourne) - Train stop,-37.794964001386,144.936190756632,2,"[{'name': 'Park Rises Residences', 'distance': 891.2044097224154, 'location': (-37.797009, 144.926387)}, {'name': 'Kensington', 'distance': 884.9613409615685, 'location': (-37.79687512, 144.926417)}]"
58,Kensington Railway Station,-37.7939140126373,144.930710207518,2,"[{'name': 'Park Rises Residences', 'distance': 512.7377373130154, 'location': (-37.797009, 144.926387)}, {'name': 'Kensington', 'distance': 500.87137559748084, 'location': (-37.79687512, 144.926417)}]"
59,Royal Park,-37.7906174256581,144.953834240647,0,N/a
60,Shrine of Rembrance Reserve,-37.8320733992876,144.973628364465,4,"[{'name': 'Secure Parking', 'distance': 395.55420281229476, 'location': (-37.832108, 144.969126)}, {'name': 'Wilson’s Carpark', 'distance': 407.26924699458954, 'location': (-37.835734, 144.973525)}, {'name': 'South Melbourne', 'distance': 404.71469194031386, 'location': (-37.83189437, 144.9690271)}, {'name': 'Queens Road', 'distance': 300.427535356808, 'location': (-37.83477276, 144.9737461)}]"
61,Royal Botanic Gardens,-37.8306631583233,144.980850432751,2,"[{'name': 'Wilson’s Carpark', 'distance': 855.7246650910777, 'location': (-37.835734, 144.973525)}, {'name': 'Queens Road', 'distance': 773.6077632408508, 'location': (-37.83477276, 144.9737461)}]"
62,Yarra Park,-37.820469374101,144.986671109615,2,"[{'name': 'Pullman Melbourne on the Park', 'distance': 582.5187280984005, 'location': (-37.815994, 144.983228)}, {'name': 'Pullman Melbourne', 'distance': 599.4783071331436, 'location': (-37.81581134, 144.9832392)}]"
63,Icehouse,-37.8121881194053,144.935684018873,4,"[{'name': 'District Docklands Shopping - West Carpark', 'distance': 133.70886492191644, 'location': (-37.812855, 144.93695)}, {'name': 'Docklands', 'distance': 164.36225619415674, 'location': (-37.81279364, 144.9373902)}, {'name': 'Docklands', 'distance': 313.11047350255274, 'location': (-37.81209916, 144.9392454)}, {'name': 'Docklands', 'distance': 328.4724410718348, 'location': (-37.81254895, 144.939394)}]"
64,Parliament Railway Station,-37.8121572789173,144.973742010011,21,"[{'name': 'Melbourne Museum', 'distance': 844.5535977356587, 'location': (-37.804609, 144.972702)}, {'name': 'Park Hyatt Melbourne', 'distance': 210.884713395772, 'location': (-37.811933, 144.976125)}, {'name': 'Wilson Parking', 'distance': 528.9213128858704, 'location': (-37.811294, 144.967823)}, {'name': 'Collins St', 'distance': 447.65570391223895, 'location': (-37.81496609, 144.9700935)}, {'name': 'Lonsdale St', 'distance': 424.9864677355409, 'location': (-37.81005952, 144.9696999)}, {'name': 'Lonsdale St', 'distance': 914.8628192624889, 'location': (-37.81137439, 144.9633783)}, {'name': 'Russell St', 'distance': 532.1626490011923, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 529.026921546877, 'location': (-37.81129305, 144.967822)}, {'name': 'Flinders St', 'distance': 513.7677327989499, 'location': (-37.81621089, 144.9709391)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 371.1381068171926, 'location': (-37.812452, 144.969535)}, {'name': 'Pullman Melbourne on the Park', 'distance': 936.4473605309836, 'location': (-37.815994, 144.983228)}, {'name': 'Parliament PI', 'distance': 265.583708597403, 'location': (-37.8110789, 144.9764385)}, {'name': 'ACDC Garage', 'distance': 518.5644352694264, 'location': (-37.816185, 144.97077)}, {'name': 'Melbourne Central Carpark', 'distance': 899.6635101728818, 'location': (-37.811734, 144.963518)}, {'name': 'Pullman Melbourne', 'distance': 928.2503803221119, 'location': (-37.81581134, 144.9832392)}, {'name': 'Lonsdale St', 'distance': 648.3948706615524, 'location': (-37.81067877, 144.9666047)}, {'name': 'Bourke St', 'distance': 247.8386785210092, 'location': (-37.81211268, 144.9709222)}, {'name': 'Lonsdale St', 'distance': 358.59640530469113, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 465.18828392839134, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 657.4087540144798, 'location': (-37.817739, 144.971282)}, {'name': 'QV Melbourne - Car Park', 'distance': 648.7028963942597, 'location': (-37.810679, 144.966601)}]"
65,Flemington Racecourse Railway Station,-37.7869105822519,144.908190706069,0,N/a
66,Darling Square,-37.81299206932,144.989062559512,3,"[{'name': 'Richmond Traders Coles', 'distance': 956.3653014002531, 'location': (-37.817041, 144.998664)}, {'name': 'Pullman Melbourne on the Park', 'distance': 611.8373913812137, 'location': (-37.815994, 144.983228)}, {'name': 'Pullman Melbourne', 'distance': 600.1518396398873, 'location': (-37.81581134, 144.9832392)}]"
67,Parliament Reserve,-37.809852620638,144.973462202839,20,"[{'name': 'Melbourne Museum', 'distance': 587.0607007665102, 'location': (-37.804609, 144.972702)}, {'name': 'Park Hyatt Melbourne', 'distance': 329.08964835576137, 'location': (-37.811933, 144.976125)}, {'name': 'Wilson Parking', 'distance': 520.8412131280932, 'location': (-37.811294, 144.967823)}, {'name': 'Collins St', 'distance': 641.1929937658804, 'location': (-37.81496609, 144.9700935)}, {'name': 'Lonsdale St', 'distance': 331.41972216460647, 'location': (-37.81005952, 144.9696999)}, {'name': 'Lonsdale St', 'distance': 902.1563198668779, 'location': (-37.81137439, 144.9633783)}, {'name': 'Russell St', 'distance': 550.7111620119493, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 520.8923145691723, 'location': (-37.81129305, 144.967822)}, {'name': 'Flinders St', 'distance': 741.1680112091233, 'location': (-37.81621089, 144.9709391)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 450.21418810197093, 'location': (-37.812452, 144.969535)}, {'name': 'Parliament PI', 'distance': 294.9763280002138, 'location': (-37.8110789, 144.9764385)}, {'name': 'ACDC Garage', 'distance': 743.0174330421439, 'location': (-37.816185, 144.97077)}, {'name': 'Melbourne Central Carpark', 'distance': 898.5639205608079, 'location': (-37.811734, 144.963518)}, {'name': 'Lonsdale St', 'distance': 609.5800595864597, 'location': (-37.81067877, 144.9666047)}, {'name': 'Bourke St', 'distance': 336.1773958358268, 'location': (-37.81211268, 144.9709222)}, {'name': 'Lonsdale St', 'distance': 261.1989060041709, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 646.8431488374797, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 897.8773626588154, 'location': (-37.817739, 144.971282)}, {'name': 'QV Melbourne - Car Park', 'distance': 609.9053434369278, 'location': (-37.810679, 144.966601)}, {'name': 'Carlton', 'distance': 754.8337236915364, 'location': (-37.80320151, 144.9717566)}]"
68,North Melbourne Recreation Centre (Aquatic),-37.7999470049655,144.943290801869,0,N/a
69,North Melbourne Recreation Centre (Gymnasium),-37.7997051197931,144.940368286395,0,N/a
70,Carlton Baths,-37.7934377042609,144.971696548624,0,N/a
71,Conservatory,-37.814002127195,144.9785597431,16,"[{'name': 'Park Hyatt Melbourne', 'distance': 314.2334002519535, 'location': (-37.811933, 144.976125)}, {'name': 'Wilson Parking', 'distance': 990.3973473948115, 'location': (-37.811294, 144.967823)}, {'name': 'Collins St', 'distance': 751.6290874560834, 'location': (-37.81496609, 144.9700935)}, {'name': 'Lonsdale St', 'distance': 893.5659456377529, 'location': (-37.81005952, 144.9696999)}, {'name': 'Russell St', 'distance': 984.8834755635282, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 990.5132052504255, 'location': (-37.81129305, 144.967822)}, {'name': 'Flinders St', 'distance': 713.2784694739942, 'location': (-37.81621089, 144.9709391)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 811.5592099113301, 'location': (-37.812452, 144.969535)}, {'name': 'Pullman Melbourne on the Park', 'distance': 466.21285289352994, 'location': (-37.815994, 144.983228)}, {'name': 'Parliament PI', 'distance': 374.79091448766644, 'location': (-37.8110789, 144.9764385)}, {'name': 'ACDC Garage', 'distance': 726.2785310069235, 'location': (-37.816185, 144.97077)}, {'name': 'Pullman Melbourne', 'distance': 457.7916664259705, 'location': (-37.81581134, 144.9832392)}, {'name': 'Bourke St', 'distance': 703.2722357872196, 'location': (-37.81211268, 144.9709222)}, {'name': 'Lonsdale St', 'distance': 824.6222864265426, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 785.4402951368143, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 762.70562739126, 'location': (-37.817739, 144.971282)}]"
72,Melbourne Visitor Centre,-37.8177352402006,144.967937138226,34,"[{'name': 'Secure Parking (450 Flinders Lane)', 'distance': 805.1320602603143, 'location': (-37.818758, 144.958866)}, {'name': 'Park Hyatt Melbourne', 'distance': 966.5222115681503, 'location': (-37.811933, 144.976125)}, {'name': 'Wilson Parking', 'distance': 716.5282699942296, 'location': (-37.811294, 144.967823)}, {'name': 'Collins St', 'distance': 361.62607431858277, 'location': (-37.81496609, 144.9700935)}, {'name': 'Lonsdale St', 'distance': 867.7067430496735, 'location': (-37.81005952, 144.9696999)}, {'name': 'Lonsdale St', 'distance': 813.0517807392706, 'location': (-37.81137439, 144.9633783)}, {'name': 'Lonsdale St', 'distance': 999.0910285409029, 'location': (-37.8130787, 144.9582143)}, {'name': 'Flinders Ln', 'distance': 821.5152978268572, 'location': (-37.81861176, 144.9586537)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 476.26900244825157, 'location': (-37.821895, 144.966652)}, {'name': 'Rialto Car Park', 'distance': 919.7634741666271, 'location': (-37.8191, 144.957613)}, {'name': 'Russell St', 'distance': 660.0448997553692, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 716.6351631593614, 'location': (-37.81129305, 144.967822)}, {'name': 'Wilson Parking Eureka', 'distance': 505.5273734834289, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 392.29132643775915, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 313.57174397306005, 'location': (-37.81621089, 144.9709391)}, {'name': 'Southbank', 'distance': 365.83846934776466, 'location': (-37.82076345, 144.9663122)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 990.8723375431637, 'location': (-37.813049, 144.958347)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 604.194366866315, 'location': (-37.812452, 144.969535)}, {'name': 'Southbank', 'distance': 855.3482341821245, 'location': (-37.81609341, 144.9584272)}, {'name': 'Southbank', 'distance': 430.75851324825567, 'location': (-37.82082443, 144.9649806)}, {'name': 'ACDC Garage', 'distance': 302.8103842308411, 'location': (-37.816185, 144.97077)}, {'name': 'Melbourne Central Carpark', 'distance': 772.2484412459328, 'location': (-37.811734, 144.963518)}, {'name': 'Lonsdale St', 'distance': 793.5747937989885, 'location': (-37.81067877, 144.9666047)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 349.2527221684861, 'location': (-37.818268, 144.96402)}, {'name': 'Bourke St', 'distance': 678.1756833770154, 'location': (-37.81211268, 144.9709222)}, {'name': 'Queens & Collins', 'distance': 600.4164063437767, 'location': (-37.81594, 144.961493)}, {'name': 'Lonsdale St', 'distance': 870.4528667583836, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 356.38384568921776, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 293.9056133554108, 'location': (-37.817739, 144.971282)}, {'name': 'Flinders Ln', 'distance': 908.2675448363103, 'location': (-37.81890714, 144.9577073)}, {'name': 'The Arts Centre', 'distance': 554.394955504301, 'location': (-37.822715, 144.96767)}, {'name': 'Bourke St', 'distance': 770.5756070285048, 'location': (-37.81581182, 144.9595123)}, {'name': 'Flinders St', 'distance': 346.6322325218557, 'location': (-37.8180318, 144.9640101)}, {'name': 'QV Melbourne - Car Park', 'distance': 793.5975266126165, 'location': (-37.810679, 144.966601)}]"
