,Landmark Name,Latitude,Longitude,Number of EV charger station,Charger Info
20,J.J Holland Park,-37.7982358832177,144.923837074813,2,"[{'name': 'Park Rises Residences', 'distance': 262.39559806006747, 'location': (-37.797009, 144.926387)}, {'name': 'Kensington', 'distance': 272.628842373732, 'location': (-37.79687512, 144.926417)}]"
21,South Kensington Railway Station,-37.7997270537735,144.925837749713,2,"[{'name': 'Park Rises Residences', 'distance': 306.15846311398025, 'location': (-37.797009, 144.926387)}, {'name': 'Kensington', 'distance': 321.2794916453816, 'location': (-37.79687512, 144.926417)}]"
22,Royal Park Railway Station,-37.7812684282825,144.951667833921,0,N/a
23,Melbourne Central Railway Station,-37.8100167030855,144.963789344893,33,"[{'name': 'Lonsdale St', 'distance': 788.1860147327214, 'location': (-37.81343708, 144.955934)}, {'name': 'Melbourne Museum', 'distance': 987.558918527514, 'location': (-37.804609, 144.972702)}, {'name': 'Bourke St', 'distance': 834.7959982340764, 'location': (-37.81477906, 144.956447)}, {'name': 'Lygon Street Car park', 'distance': 920.7167510197967, 'location': (-37.802158, 144.96708)}, {'name': 'Wilson Parking', 'distance': 381.874582704667, 'location': (-37.811294, 144.967823)}, {'name': 'Queen Victoria Market - Underground Carpark', 'distance': 542.9610849914395, 'location': (-37.807804, 144.958282)}, {'name': 'Collins St', 'distance': 780.9965081923344, 'location': (-37.81496609, 144.9700935)}, {'name': 'Queen St', 'distance': 550.6502125391881, 'location': (-37.80782358, 144.9581717)}, {'name': 'Lonsdale St', 'distance': 519.4228871891814, 'location': (-37.81005952, 144.9696999)}, {'name': '300 Latrobe Street - Wilson Car Park', 'distance': 275.6126431251961, 'location': (-37.810021, 144.960653)}, {'name': 'Lonsdale St', 'distance': 155.27506321821014, 'location': (-37.81137439, 144.9633783)}, {'name': 'Lonsdale St', 'distance': 596.6638329064003, 'location': (-37.8130787, 144.9582143)}, {'name': 'Carlton', 'distance': 922.7687832101906, 'location': (-37.80216073, 144.9671638)}, {'name': 'Russell St', 'distance': 397.21360364486696, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 381.75370931309914, 'location': (-37.81129305, 144.967822)}, {'name': 'Latrobe Street', 'distance': 932.7140908112003, 'location': (-37.81241851, 144.95362)}, {'name': 'Flinders St', 'distance': 932.4252110059289, 'location': (-37.81621089, 144.9709391)}, {'name': 'Wilson Parking', 'distance': 834.6613424107429, 'location': (-37.814781, 144.956451)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 585.2168879891627, 'location': (-37.813049, 144.958347)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 572.9753218284608, 'location': (-37.812452, 144.969535)}, {'name': 'Southbank', 'distance': 823.9387719326866, 'location': (-37.81609341, 144.9584272)}, {'name': 'ACDC Garage', 'distance': 920.329509925638, 'location': (-37.816185, 144.97077)}, {'name': 'Melbourne Central Carpark', 'distance': 192.49718046557183, 'location': (-37.811734, 144.963518)}, {'name': 'Lonsdale St', 'distance': 258.1309694264001, 'location': (-37.81067877, 144.9666047)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 918.0141490461095, 'location': (-37.818268, 144.96402)}, {'name': 'Bourke St', 'distance': 668.756717716991, 'location': (-37.81211268, 144.9709222)}, {'name': 'Queens & Collins', 'distance': 689.0558893243028, 'location': (-37.81594, 144.961493)}, {'name': 'Lonsdale St', 'distance': 591.6505615721301, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 746.1270375905827, 'location': (-37.814844, 144.969685)}, {'name': 'Flagstaff Car Park', 'distance': 785.363969558911, 'location': (-37.813111, 144.955756)}, {'name': 'Bourke St', 'distance': 746.1573685949469, 'location': (-37.81581182, 144.9595123)}, {'name': 'Flinders St', 'distance': 891.7289076100578, 'location': (-37.8180318, 144.9640101)}, {'name': 'QV Melbourne - Car Park', 'distance': 257.82666348898994, 'location': (-37.810679, 144.966601)}]"
24,Riverside Park,-37.7948375315825,144.915607065132,2,"[{'name': 'Park Rises Residences', 'distance': 977.7888997162368, 'location': (-37.797009, 144.926387)}, {'name': 'Kensington', 'distance': 976.7828018164768, 'location': (-37.79687512, 144.926417)}]"
25,Flagstaff Gardens,-37.8111222889277,144.954696055235,26,"[{'name': 'Lonsdale St', 'distance': 279.5113578443582, 'location': (-37.81343708, 144.955934)}, {'name': 'Bourke St', 'distance': 434.87059612102877, 'location': (-37.81477906, 144.956447)}, {'name': 'Secure Parking (450 Flinders Lane)', 'distance': 924.9887627575063, 'location': (-37.818758, 144.958866)}, {'name': 'Alto Hotel', 'distance': 570.8237608749426, 'location': (-37.816254, 144.954636)}, {'name': 'Queen Victoria Market - Underground Carpark', 'distance': 485.3170078406415, 'location': (-37.807804, 144.958282)}, {'name': 'Queen St', 'distance': 477.4040863901599, 'location': (-37.80782358, 144.9581717)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 750.3680057863471, 'location': (-37.817852, 144.955291)}, {'name': '300 Latrobe Street - Wilson Car Park', 'distance': 537.6152760836278, 'location': (-37.810021, 144.960653)}, {'name': 'Lonsdale St', 'distance': 763.4710745987941, 'location': (-37.81137439, 144.9633783)}, {'name': 'Lonsdale St', 'distance': 378.06990343855426, 'location': (-37.8130787, 144.9582143)}, {'name': 'Flinders Ln', 'distance': 902.7267241093358, 'location': (-37.81861176, 144.9586537)}, {'name': 'Rialto Car Park', 'distance': 923.6362260711812, 'location': (-37.8191, 144.957613)}, {'name': 'Latrobe Street', 'distance': 172.42003584706433, 'location': (-37.81241851, 144.95362)}, {'name': 'West Melbourne', 'distance': 343.2114706611859, 'location': (-37.81010363, 144.9510094)}, {'name': 'Wilson Parking', 'distance': 435.1968587563953, 'location': (-37.814781, 144.956451)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 385.8189856971681, 'location': (-37.813049, 144.958347)}, {'name': 'Southbank', 'distance': 642.8336062573468, 'location': (-37.81609341, 144.9584272)}, {'name': 'Bourke St', 'distance': 585.553352277872, 'location': (-37.81638627, 144.9547755)}, {'name': 'Melbourne Central Carpark', 'distance': 778.210421519722, 'location': (-37.811734, 144.963518)}, {'name': 'Flagstaff City Inn', 'distance': 339.55541325918875, 'location': (-37.810116, 144.951048)}, {'name': 'Collins St', 'distance': 745.3543983118424, 'location': (-37.81780946, 144.9552413)}, {'name': 'Queens & Collins', 'distance': 802.4255035926827, 'location': (-37.81594, 144.961493)}, {'name': 'Flagstaff Car Park', 'distance': 240.01383786660136, 'location': (-37.813111, 144.955756)}, {'name': 'Flinders Ln', 'distance': 905.4334679286344, 'location': (-37.81890714, 144.9577073)}, {'name': 'Bourke St', 'distance': 671.7108679141862, 'location': (-37.81581182, 144.9595123)}, {'name': 'Cellarbrations', 'distance': 527.383449680908, 'location': (-37.809802, 144.948932)}]"
26,Fawkner Park,-37.8413996708186,144.981625667877,3,"[{'name': 'Wilson’s Carpark', 'distance': 950.5242524673714, 'location': (-37.835734, 144.973525)}, {'name': 'Pullman Melbourne Albert Park', 'distance': 997.5146700058992, 'location': (-37.849977, 144.97831)}, {'name': 'Queens Road', 'distance': 971.9506478577538, 'location': (-37.84977063, 144.9784513)}]"
27,Fitzroy Gardens,-37.8129616331579,144.980455714669,13,"[{'name': 'Park Hyatt Melbourne', 'distance': 397.38459086069713, 'location': (-37.811933, 144.976125)}, {'name': 'Collins St', 'distance': 937.4493941267378, 'location': (-37.81496609, 144.9700935)}, {'name': 'Lonsdale St', 'distance': 998.7713446387435, 'location': (-37.81005952, 144.9696999)}, {'name': 'Flinders St', 'distance': 910.9970014059444, 'location': (-37.81621089, 144.9709391)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 961.3162654787644, 'location': (-37.812452, 144.969535)}, {'name': 'Pullman Melbourne on the Park', 'distance': 416.06220175331384, 'location': (-37.815994, 144.983228)}, {'name': 'Parliament PI', 'distance': 410.4530345795805, 'location': (-37.8110789, 144.9764385)}, {'name': 'ACDC Garage', 'distance': 923.5338457113205, 'location': (-37.816185, 144.97077)}, {'name': 'Pullman Melbourne', 'distance': 400.36928635795465, 'location': (-37.81581134, 144.9832392)}, {'name': 'Bourke St', 'distance': 843.0521340642667, 'location': (-37.81211268, 144.9709222)}, {'name': 'Lonsdale St', 'distance': 926.3930876500411, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 969.3297397137208, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 965.4878742300367, 'location': (-37.817739, 144.971282)}]"
28,Enterprize Park,-37.820210269629,144.959276859602,31,"[{'name': 'Lonsdale St', 'distance': 808.6171207850498, 'location': (-37.81343708, 144.955934)}, {'name': 'Bourke St', 'distance': 653.2846329222737, 'location': (-37.81477906, 144.956447)}, {'name': 'Secure Parking (450 Flinders Lane)', 'distance': 165.52047164169795, 'location': (-37.818758, 144.958866)}, {'name': 'Hyatt Centric Melbourne', 'distance': 306.1004438510365, 'location': (-37.820407, 144.955802)}, {'name': 'Alto Hotel', 'distance': 599.9435353191635, 'location': (-37.816254, 144.954636)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 437.5638011983999, 'location': (-37.817852, 144.955291)}, {'name': 'Lonsdale St', 'distance': 798.7190703827761, 'location': (-37.8130787, 144.9582143)}, {'name': 'Flinders Ln', 'distance': 186.04186826302512, 'location': (-37.81861176, 144.9586537)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 674.5588345006189, 'location': (-37.821895, 144.966652)}, {'name': 'Rialto Car Park', 'distance': 191.37457949354484, 'location': (-37.8191, 144.957613)}, {'name': 'Melbourne Convention Exhibition Centre', 'distance': 852.8894368878874, 'location': (-37.82613, 144.953107)}, {'name': 'Latrobe Street', 'distance': 999.1000694578078, 'location': (-37.81241851, 144.95362)}, {'name': 'Crown Metropol Melbourne', 'distance': 605.8196842469198, 'location': (-37.825511, 144.957692)}, {'name': 'Wilson Parking Eureka', 'distance': 545.7198282460859, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 719.1914669068149, 'location': (-37.82123242, 144.9673592)}, {'name': 'Wilson Parking', 'distance': 652.9513552393785, 'location': (-37.814781, 144.956451)}, {'name': 'Southbank', 'distance': 621.2109149843535, 'location': (-37.82076345, 144.9663122)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 800.7263534194093, 'location': (-37.813049, 144.958347)}, {'name': 'Downie St', 'distance': 326.12508390412717, 'location': (-37.82020302, 144.9555652)}, {'name': 'Southbank', 'distance': 463.96361660388754, 'location': (-37.81609341, 144.9584272)}, {'name': 'Southbank', 'distance': 505.79015170345275, 'location': (-37.82082443, 144.9649806)}, {'name': 'Bourke St', 'distance': 580.8213878993711, 'location': (-37.81638627, 144.9547755)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 469.42705480607003, 'location': (-37.818268, 144.96402)}, {'name': 'Collins St', 'distance': 443.89725056306054, 'location': (-37.81780946, 144.9552413)}, {'name': 'Queens & Collins', 'distance': 513.3474756532908, 'location': (-37.81594, 144.961493)}, {'name': 'South Wharf', 'distance': 722.6195093203241, 'location': (-37.82586889, 144.9552364)}, {'name': 'Flagstaff Car Park', 'distance': 848.0922843937943, 'location': (-37.813111, 144.955756)}, {'name': 'Flinders Ln', 'distance': 200.07204238937874, 'location': (-37.81890714, 144.9577073)}, {'name': 'The Arts Centre', 'distance': 788.3203706538432, 'location': (-37.822715, 144.96767)}, {'name': 'Bourke St', 'distance': 489.6760108642718, 'location': (-37.81581182, 144.9595123)}, {'name': 'Flinders St', 'distance': 481.33147080049315, 'location': (-37.8180318, 144.9640101)}]"
29,Flinders Street Railway Station,-37.8179063007545,144.967064817875,35,"[{'name': 'Bourke St', 'distance': 995.7146648566613, 'location': (-37.81477906, 144.956447)}, {'name': 'Secure Parking (450 Flinders Lane)', 'distance': 726.6076294031724, 'location': (-37.818758, 144.958866)}, {'name': 'Wilson Parking', 'distance': 738.4963856880207, 'location': (-37.811294, 144.967823)}, {'name': 'Collins St', 'distance': 421.63815462845923, 'location': (-37.81496609, 144.9700935)}, {'name': 'Lonsdale St', 'distance': 902.98872539563, 'location': (-37.81005952, 144.9696999)}, {'name': 'Lonsdale St', 'distance': 795.4885238272881, 'location': (-37.81137439, 144.9633783)}, {'name': 'Lonsdale St', 'distance': 945.068730196507, 'location': (-37.8130787, 144.9582143)}, {'name': 'Flinders Ln', 'distance': 743.2142852480898, 'location': (-37.81861176, 144.9586537)}, {'name': 'Holiday Inn Express Melbourne Southbank', 'distance': 445.14263088700255, 'location': (-37.821895, 144.966652)}, {'name': 'Rialto Car Park', 'distance': 841.0475163018957, 'location': (-37.8191, 144.957613)}, {'name': 'Russell St', 'distance': 681.0598269216318, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 738.593702357636, 'location': (-37.81129305, 144.967822)}, {'name': 'Wilson Parking Eureka', 'distance': 455.8730306281632, 'location': (-37.821726, 144.965184)}, {'name': 'Southbank', 'distance': 370.86679969552677, 'location': (-37.82123242, 144.9673592)}, {'name': 'Flinders St', 'distance': 389.1700444638566, 'location': (-37.81621089, 144.9709391)}, {'name': 'Wilson Parking', 'distance': 995.3099409752447, 'location': (-37.814781, 144.956451)}, {'name': 'Southbank', 'distance': 324.60758238625885, 'location': (-37.82076345, 144.9663122)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 937.3970795480226, 'location': (-37.813049, 144.958347)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 644.3410761251589, 'location': (-37.812452, 144.969535)}, {'name': 'Southbank', 'distance': 785.3057343424532, 'location': (-37.81609341, 144.9584272)}, {'name': 'Southbank', 'distance': 372.68116472244355, 'location': (-37.82082443, 144.9649806)}, {'name': 'ACDC Garage', 'distance': 377.6930365172123, 'location': (-37.816185, 144.97077)}, {'name': 'Melbourne Central Carpark', 'distance': 753.9738040238027, 'location': (-37.811734, 144.963518)}, {'name': 'Lonsdale St', 'distance': 804.933105913929, 'location': (-37.81067877, 144.9666047)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 270.54792651801176, 'location': (-37.818268, 144.96402)}, {'name': 'Bourke St', 'distance': 728.1277005279117, 'location': (-37.81211268, 144.9709222)}, {'name': 'Queens & Collins', 'distance': 536.2194214621629, 'location': (-37.81594, 144.961493)}, {'name': 'Lonsdale St', 'distance': 911.4190937946682, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 411.13132279832104, 'location': (-37.814844, 144.969685)}, {'name': 'Federation Square Car Park', 'distance': 371.02063497284365, 'location': (-37.817739, 144.971282)}, {'name': 'Flinders Ln', 'distance': 829.7181526167776, 'location': (-37.81890714, 144.9577073)}, {'name': 'The Arts Centre', 'distance': 537.5074647593912, 'location': (-37.822715, 144.96767)}, {'name': 'Bourke St', 'distance': 703.3346173130575, 'location': (-37.81581182, 144.9595123)}, {'name': 'Flinders St', 'distance': 268.7729408328002, 'location': (-37.8180318, 144.9640101)}, {'name': 'QV Melbourne - Car Park', 'distance': 804.9239522578745, 'location': (-37.810679, 144.966601)}]"
30,Metropolitan Fire Brigade (MFB),-37.8092318636838,144.975247619376,17,"[{'name': 'Melbourne Museum', 'distance': 560.7569815393907, 'location': (-37.804609, 144.972702)}, {'name': 'Park Hyatt Melbourne', 'distance': 310.1820630335481, 'location': (-37.811933, 144.976125)}, {'name': 'Wilson Parking', 'distance': 691.5941511608233, 'location': (-37.811294, 144.967823)}, {'name': 'Collins St', 'distance': 782.2677037666806, 'location': (-37.81496609, 144.9700935)}, {'name': 'Lonsdale St', 'distance': 496.1346750576396, 'location': (-37.81005952, 144.9696999)}, {'name': 'Russell St', 'distance': 722.1241365389608, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 691.6420244511799, 'location': (-37.81129305, 144.967822)}, {'name': 'Flinders St', 'distance': 863.6818773950783, 'location': (-37.81621089, 144.9709391)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 616.6807238592678, 'location': (-37.812452, 144.969535)}, {'name': 'Parliament PI', 'distance': 230.5637381097684, 'location': (-37.8110789, 144.9764385)}, {'name': 'ACDC Garage', 'distance': 867.7305551806598, 'location': (-37.816185, 144.97077)}, {'name': 'Lonsdale St', 'distance': 776.3776030108311, 'location': (-37.81067877, 144.9666047)}, {'name': 'Bourke St', 'distance': 497.14577343464117, 'location': (-37.81211268, 144.9709222)}, {'name': 'Lonsdale St', 'distance': 428.72021934493364, 'location': (-37.81017999, 144.9705189)}, {'name': 'Grand Hyatt Melbourne', 'distance': 792.848845418404, 'location': (-37.814844, 144.969685)}, {'name': 'QV Melbourne - Car Park', 'distance': 776.7009883366485, 'location': (-37.810679, 144.966601)}, {'name': 'Carlton', 'distance': 737.5880931039533, 'location': (-37.80320151, 144.9717566)}]"
31,Commonwealth Law Courts,-37.8123961677596,144.955823833257,32,"[{'name': 'Lonsdale St', 'distance': 116.18450647760555, 'location': (-37.81343708, 144.955934)}, {'name': 'Bourke St', 'distance': 270.64626090520045, 'location': (-37.81477906, 144.956447)}, {'name': 'Secure Parking (450 Flinders Lane)', 'distance': 756.4335783479296, 'location': (-37.818758, 144.958866)}, {'name': 'Hyatt Centric Melbourne', 'distance': 891.045599423958, 'location': (-37.820407, 144.955802)}, {'name': 'Alto Hotel', 'distance': 441.61810348369704, 'location': (-37.816254, 144.954636)}, {'name': 'Queen Victoria Market - Underground Carpark', 'distance': 554.5856302706062, 'location': (-37.807804, 144.958282)}, {'name': 'Queen St', 'distance': 548.8637734379937, 'location': (-37.80782358, 144.9581717)}, {'name': 'Holiday Inn Express Melbourne Little Collins', 'distance': 608.6548045337173, 'location': (-37.817852, 144.955291)}, {'name': '300 Latrobe Street - Wilson Car Park', 'distance': 499.8819988867188, 'location': (-37.810021, 144.960653)}, {'name': 'Lonsdale St', 'distance': 673.5047546520096, 'location': (-37.81137439, 144.9633783)}, {'name': 'Lonsdale St', 'distance': 223.35697110560062, 'location': (-37.8130787, 144.9582143)}, {'name': 'Flinders Ln', 'distance': 734.7177426505854, 'location': (-37.81861176, 144.9586537)}, {'name': 'Rialto Car Park', 'distance': 762.0592507892322, 'location': (-37.8191, 144.957613)}, {'name': 'Latrobe Street', 'distance': 193.6756878395385, 'location': (-37.81241851, 144.95362)}, {'name': 'West Melbourne', 'distance': 493.9765278965364, 'location': (-37.81010363, 144.9510094)}, {'name': 'Wilson Parking', 'distance': 270.9288668006385, 'location': (-37.814781, 144.956451)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 233.30790374338702, 'location': (-37.813049, 144.958347)}, {'name': 'Downie St', 'distance': 868.6522053930235, 'location': (-37.82020302, 144.9555652)}, {'name': 'Southbank', 'distance': 470.58866372905777, 'location': (-37.81609341, 144.9584272)}, {'name': 'Bourke St', 'distance': 453.27767769829006, 'location': (-37.81638627, 144.9547755)}, {'name': 'Melbourne Central Carpark', 'distance': 680.1205222863873, 'location': (-37.811734, 144.963518)}, {'name': 'Flagstaff City Inn', 'distance': 490.36146423629316, 'location': (-37.810116, 144.951048)}, {'name': 'Lonsdale St', 'distance': 966.4367097437748, 'location': (-37.81067877, 144.9666047)}, {'name': 'Secure Parking (300 Flinders St)', 'distance': 972.2449150567738, 'location': (-37.818268, 144.96402)}, {'name': 'Collins St', 'distance': 604.2914723073428, 'location': (-37.81780946, 144.9552413)}, {'name': 'Queens & Collins', 'distance': 635.2494677520347, 'location': (-37.81594, 144.961493)}, {'name': 'Flagstaff Car Park', 'distance': 79.73379071613653, 'location': (-37.813111, 144.955756)}, {'name': 'Flinders Ln', 'distance': 742.8841580821705, 'location': (-37.81890714, 144.9577073)}, {'name': 'Bourke St', 'distance': 499.3899459225245, 'location': (-37.81581182, 144.9595123)}, {'name': 'Cellarbrations', 'distance': 670.8508512206504, 'location': (-37.809802, 144.948932)}, {'name': 'Flinders St', 'distance': 954.1391253700656, 'location': (-37.8180318, 144.9640101)}, {'name': 'QV Melbourne - Car Park', 'distance': 966.1129293475943, 'location': (-37.810679, 144.966601)}]"
32,Macarthur Square,-37.7983318676737,144.971514146104,4,"[{'name': 'Melbourne Museum', 'distance': 705.9660683960459, 'location': (-37.804609, 144.972702)}, {'name': 'Lygon Street Car park', 'distance': 577.0551858578018, 'location': (-37.802158, 144.96708)}, {'name': 'Carlton', 'distance': 572.3329435378758, 'location': (-37.80216073, 144.9671638)}, {'name': 'Carlton', 'distance': 542.0684905107873, 'location': (-37.80320151, 144.9717566)}]"
33,City Baths,-37.8071585350561,144.963189789721,23,"[{'name': 'Lonsdale St', 'distance': 945.6533009949842, 'location': (-37.81343708, 144.955934)}, {'name': 'Melbourne Museum', 'distance': 882.7416964433586, 'location': (-37.804609, 144.972702)}, {'name': 'Lygon Street Car park', 'distance': 652.8805647924519, 'location': (-37.802158, 144.96708)}, {'name': 'Wilson Parking', 'distance': 614.3000094834454, 'location': (-37.811294, 144.967823)}, {'name': 'Queen Victoria Market - Underground Carpark', 'distance': 437.2308878542676, 'location': (-37.807804, 144.958282)}, {'name': 'Queen St', 'distance': 447.15037605542017, 'location': (-37.80782358, 144.9581717)}, {'name': 'Lonsdale St', 'distance': 656.8236363551129, 'location': (-37.81005952, 144.9696999)}, {'name': '300 Latrobe Street - Wilson Car Park', 'distance': 388.67815527005865, 'location': (-37.810021, 144.960653)}, {'name': 'Lonsdale St', 'distance': 469.2213625434378, 'location': (-37.81137439, 144.9633783)}, {'name': 'Lonsdale St', 'distance': 790.4371693139701, 'location': (-37.8130787, 144.9582143)}, {'name': 'Carlton', 'distance': 656.5099078301606, 'location': (-37.80216073, 144.9671638)}, {'name': 'Russell St', 'distance': 651.3625151706508, 'location': (-37.81180407, 144.9677026)}, {'name': 'Russell St', 'distance': 614.1626417115298, 'location': (-37.81129305, 144.967822)}, {'name': 'Secure Parking - 460 Lonsdale Street Car Park', 'distance': 781.274509475708, 'location': (-37.813049, 144.958347)}, {'name': 'Secure Parking (Southern Cross)', 'distance': 810.9202720160672, 'location': (-37.812452, 144.969535)}, {'name': 'Melbourne Central Carpark', 'distance': 509.74483319872866, 'location': (-37.811734, 144.963518)}, {'name': 'Lonsdale St', 'distance': 493.3286296911998, 'location': (-37.81067877, 144.9666047)}, {'name': 'Bourke St', 'distance': 874.8599517961434, 'location': (-37.81211268, 144.9709222)}, {'name': 'Queens & Collins', 'distance': 988.0760456386932, 'location': (-37.81594, 144.961493)}, {'name': 'Lonsdale St', 'distance': 726.4810442241142, 'location': (-37.81017999, 144.9705189)}, {'name': 'Flagstaff Car Park', 'distance': 930.1131492290904, 'location': (-37.813111, 144.955756)}, {'name': 'QV Melbourne - Car Park', 'distance': 493.15121924407896, 'location': (-37.810679, 144.966601)}, {'name': 'Carlton', 'distance': 872.0904452915736, 'location': (-37.80320151, 144.9717566)}]"
34,Westgate Park,-37.8314918578874,144.908824792698,6,"[{'name': 'Lorbek Luxury Cars', 'distance': 979.8088598088442, 'location': (-37.833209, 144.919764)}, {'name': 'Lorbek Luxury Cars', 'distance': 925.74980278252, 'location': (-37.832093, 144.919335)}, {'name': 'Port Melbourne', 'distance': 931.3835150982611, 'location': (-37.83163355, 144.9194251)}, {'name': 'Port Melbourne', 'distance': 979.802431836086, 'location': (-37.83316274, 144.9197754)}, {'name': 'Port Melbourne', 'distance': 748.5459714130092, 'location': (-37.82992222, 144.9171103)}, {'name': 'Coles Express with co-located Hungry Jacks', 'distance': 761.5534201003918, 'location': (-37.829682, 144.917185)}]"
35,North Melbourne Railway Station,-37.8073823625058,144.942429848025,7,"[{'name': 'District Docklands Shopping - West Carpark', 'distance': 776.1651933548053, 'location': (-37.812855, 144.93695)}, {'name': 'Docklands', 'distance': 747.2686266440913, 'location': (-37.81279364, 144.9373902)}, {'name': 'Docklands', 'distance': 594.6148515417331, 'location': (-37.81209916, 144.9392454)}, {'name': 'West Melbourne', 'distance': 812.4472814359558, 'location': (-37.81010363, 144.9510094)}, {'name': 'Docklands', 'distance': 633.5832281530612, 'location': (-37.81254895, 144.939394)}, {'name': 'Flagstaff City Inn', 'distance': 816.107735157698, 'location': (-37.810116, 144.951048)}, {'name': 'Cellarbrations', 'distance': 631.6106300455417, 'location': (-37.809802, 144.948932)}]"
