type,id,properties.@id,properties.amenity,properties.area,properties.brand,properties.brand:wikidata,properties.description,properties.opening_hours,properties.short_name,properties.socket:tesla_supercharger,properties.website,geometry.type,geometry.coordinates,properties.capacity,properties.name,properties.operator,properties.operator:wikidata,properties.access,properties.fee,properties.bicycle,properties.motor_vehicle,properties.socket:type2,properties.socket:type2:output,properties.source,properties.addr:housenumber,properties.addr:street,properties.addr:suburb,properties.socket:type1_combo:output,properties.brand:wikipedia,properties.operator:wikipedia,properties.socket:type1,properties.socket:tesla,properties.socket:tesla_supercharger:output,properties.socket:tesla_supercharger_ccs,properties.socket:tesla_supercharger_ccs:output,properties.addr:city,properties.addr:country,properties.addr:postcode,properties.addr:state,properties.location,properties.addr:unit,properties.authentication:app,properties.authentication:nfc,properties.socket:chademo,properties.socket:chademo:output,properties.socket:type2_combo,properties.socket:type2_combo:output,properties.motorcar,properties.note,properties.parking:fee,properties.ref:ocm,properties.socket:type1:output,properties.scooter,properties.access:note,properties.alt_name,properties.authentication:none,properties.output,properties.charging_station:output,properties.charge,properties.network,properties.temporary:access,properties.covered,properties.level,properties.source:operator,properties.payment:app,properties.fixme,properties.ref,properties.socket:tesla_destination,properties.socket:tesla_standard,properties.socket:tesla_standard:output,properties.authentication:membership_card,properties.maxstay,properties.socket:tesla_destination:output,properties.payment,properties.voltage,properties.payment:credit_cards,properties.manufacturer,properties.operator:website,properties.socket:type2_cable,properties.no:network,properties.payment:contactless,properties.socket:type1_combo,properties.bus,properties.hgv,properties.payment:none,properties.motorcycle,properties.amperage,properties.payment:free,properties.not:brand:wikidata,properties.phone:AU,properties.addr:floor,properties.addr:housename,properties.office,properties.phone,properties.start_date,properties.wikidata,properties.survey:date,properties.payment:via_tesla_app,properties.socket:type2:power,properties.socket:j1772,properties.socket:type2:current,properties.socket:type2:voltage,properties.payment:tap_to_pay,properties.socket:type2_cable:current,properties.socket:type2_cable:output,properties.socket:type2_cable:voltage,properties.parking,properties.payment:via_app,properties.socket:wall,properties.url,properties.network:wikidata,properties.socket,properties.indoor,properties.branch,properties.payment:cash,properties.payment:coins,properties.payment:mastercard,properties.payment:visa,properties.check_date,properties.construction,properties.payment:debit_cards,properties.ele,properties.payment:cards,properties.payment:membership_card,properties.payment:qr_code,properties.not:operator:wikidata,properties.socket:unknown,properties.payment:apple_pay,properties.man_made,properties.socket:ccs:output
Feature,node/11365605210,node/11365605210,charging_station,,,,,,,,,Point,"[138.5956065, -34.7591516]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11365927573,node/11365927573,charging_station,,,,,,,,,Point,"[136.415446, -33.1460327]",2,,Chargefox,Q105775824,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,2,150 kW,,,,,,,,,,,,0.68 AUD/kWh,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11367720683,node/11367720683,charging_station,,,,,,,,,Point,"[142.7810413, -37.0568641]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11367761844,node/11367761844,charging_station,,,,,,,,,Point,"[147.9063048, -36.1956744]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11372241486,node/11372241486,charging_station,,,,,,,,,Point,"[150.9281721, -33.7004394]",2,,Jolt,Q109783503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11375022640,node/11375022640,charging_station,,,,,,,,,Point,"[136.4172294, -33.1350807]",2,,Chargefox,Q105775824,yes,yes,,,2,7 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32 AUD/kWh,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11376091854,node/11376091854,charging_station,,Charging the Regions,Q106320264,,,,,,Point,"[146.082548, -38.6942826]",,,Central Victorian Greenhouse Alliance,Q106320329,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11376098457,node/11376098457,charging_station,,Charging the Regions,Q106320264,,,,,,Point,"[146.2008759, -38.6532191]",,,Central Victorian Greenhouse Alliance,Q106320329,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11377314807,node/11377314807,charging_station,,Tesla Supercharger,Q17089620,,,Tesla,3,,Point,"[147.632675, -37.8244565]",,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11384855150,node/11384855150,charging_station,,,,,,,,,Point,"[144.8928132, -37.7366668]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11386697708,node/11386697708,charging_station,,Tesla Supercharger,Q17089620,,,Tesla,,,Point,"[146.9136376, -36.0790815]",,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First V4 Superchargers in Australia!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11386820692,node/11386820692,charging_station,,,,,,,,,Point,"[138.8335411, -32.973401]",,,Chargefox,Q105775824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11386821436,node/11386821436,charging_station,,,,,,,,,Point,"[140.7429382, -36.9570803]",,,Chargefox,Q105775824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11395425005,node/11395425005,charging_station,,,,,,,,,Point,"[144.170628, -38.0473092]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11395449317,node/11395449317,charging_station,,,,,,,,,Point,"[145.9436282, -38.4779021]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11395749542,node/11395749542,charging_station,,Tesla Supercharger,Q17089620,,,Tesla,,,Point,"[142.7814323, -37.0546434]",,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11404710581,node/11404710581,charging_station,,,,,,,,,Point,"[145.2622369, -37.7907099]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11406998570,node/11406998570,charging_station,,,,,24/7,,,,Point,"[153.0644252, -26.4004039]",,Evie Villa Noosa,,,,,,,,,,,Mary Street,,,,,,,,,,,,4566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11413716984,node/11413716984,charging_station,,,,,,,,,Point,"[145.8255061, -38.4345088]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11413873598,node/11413873598,charging_station,,,,,,,,,Point,"[121.7806754, -32.195829]",,,Chargefox,Q105775824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11413941452,node/11413941452,charging_station,,,,,,,,,Point,"[145.6132606, -37.7808512]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11413950126,node/11413950126,charging_station,,,,,,,,,Point,"[145.3542395, -37.9101188]",6,,Chargefox,Q105775824,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11415799827,node/11415799827,charging_station,,,,,,,,,Point,"[141.1829709, -35.2632634]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11419885107,node/11419885107,charging_station,,,,,,,,,Point,"[150.8051711, -34.0720222]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11419886723,node/11419886723,charging_station,,,,,,,,,Point,"[150.8651092, -33.9555586]",,,AmpCharge,Q111744561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11422466181,node/11422466181,charging_station,,,,,,,,,Point,"[150.9995054, -33.792786]",,Woolworths Charging,Chargefox,Q105775824,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11425324344,node/11425324344,charging_station,,Tesla Supercharger,Q17089620,,,Tesla,,,Point,"[153.5443699, -28.1737957]",,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11425340896,node/11425340896,charging_station,,,,,,,,,Point,"[150.7408388, -33.745528]",,,AmpCharge,Q111744561,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11427578131,node/11427578131,charging_station,,BP Pulse,Q39057719,,,,,,Point,"[150.6922171, -33.7435121]",,,BP Pulse,Q39057719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11430520548,node/11430520548,charging_station,,,,,,,,,Point,"[144.9791857, -37.4138766]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11433418128,node/11433418128,charging_station,,Tesla Supercharger,Q17089620,,,Tesla,6,,Point,"[152.8271948, -31.4573909]",6,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11433579681,node/11433579681,charging_station,,Tesla Supercharger,Q17089620,,,Tesla,12,,Point,"[145.0419354, -37.8452917]",12,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11433584698,node/11433584698,charging_station,,Tesla Supercharger,Q17089620,,,Tesla,,,Point,"[144.99606, -37.8391816]",,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11434374870,node/11434374870,charging_station,,,,,,,,,Point,"[144.8665448, -37.686614]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11434397370,node/11434397370,charging_station,,,,,,,,,Point,"[144.7411195, -37.7554782]",2,,Evie Networks,Q105795220,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,350kW,,,,,,,,,,,,,Evie Networks,,no,,,,,HM004,,,,,,,,,,Tritium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11434440056,node/11434440056,charging_station,,Tesla Supercharger,Q17089620,,,Tesla,6,,Point,"[144.9474012, -37.2863602]",6,Tesla Supercharger,"Tesla, Inc.",Q478214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11440214108,node/11440214108,charging_station,,,,,,,,,Point,"[150.8447937, -33.7161538]",,,AmpCharge,Q111744561,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11445377809,node/11445377809,charging_station,,,,,,,,,Point,"[117.3567421, -34.9603265]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11447868870,node/11447868870,charging_station,,,,,,,,,Point,"[151.1724187, -33.814086]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11455171314,node/11455171314,charging_station,,Engie,,,,,,,Point,"[145.120603, -37.8193923]",4,,Chargefox,Q105775824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11463047965,node/11463047965,charging_station,,,,,,,,,Point,"[151.6616905, -32.9635572]",4,,Evie Networks,Q105795220,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11465379143,node/11465379143,charging_station,,,,,,,,,Point,"[143.6692158, -38.7582509]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11494560491,node/11494560491,charging_station,,,,,,,,,Point,"[151.6394417, -32.8119859]",,BP Pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bp pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11495572569,node/11495572569,charging_station,,,,,,,,,Point,"[152.9724342, -30.6267085]",,bp pulse Nambucca Heads,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bp pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11504837499,node/11504837499,charging_station,,Charging the Regions,Q106320264,,,,,,Point,"[146.2049592, -38.8112214]",,,Central Victorian Greenhouse Alliance,Q106320329,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11504841063,node/11504841063,charging_station,,Charging the Regions,Q106320264,,,,,,Point,"[146.1548714, -38.4004937]",,,Central Victorian Greenhouse Alliance,Q106320329,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11506870062,node/11506870062,charging_station,,Charging the Regions,Q106320264,,,,,,Point,"[145.3598536, -36.394603]",,,Central Victorian Greenhouse Alliance,Q106320329,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11506874164,node/11506874164,charging_station,,,,,,,,,Point,"[145.2262264, -36.4403466]",,,Chargefox,Q105775824,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11507767364,node/11507767364,charging_station,,,,,,,,,Point,"[147.2771317, -36.8616367]",22,,Chargefox,Q105775824,yes,yes,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11526398297,node/11526398297,charging_station,,,,,,,,,Point,"[145.0415494, -37.9563505]",,,Jolt,Q109783503,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11529283544,node/11529283544,charging_station,,,,,,,,,Point,"[145.290863, -38.1496782]",,,Chargefox,Q105775824,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11548535146,node/11548535146,charging_station,,,,,24/7,,,,Point,"[144.294362, -36.7533323]",2,,,,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,1,,yes,,no,,,,,,,,,,Chargefox,,,,,,,8086,,,,,unlimited,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11559043538,node/11559043538,charging_station,,,,,,,,,Point,"[144.7520377, -37.805075]",w,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,1,125kW,1,180kW,,,,,,,,,,,,,AmpCharge,,no,,,,,,,,,,,,,,,ABB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11565614049,node/11565614049,charging_station,,,,,,,,,Point,"[145.1633681, -37.902775]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11566319008,node/11566319008,charging_station,,,,,,,,,Point,"[144.5546647, -38.1892051]",,,Chargefox,Q105775824,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11572184459,node/11572184459,charging_station,,,,,,,,,Point,"[146.6859357, -36.3550727]",6,,,,yes,,,,,,note,,,,,,,,,,,,,,,,,,,,,,,,,Cannot verify type or exact location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11577859205,node/11577859205,charging_station,,,,,,,,,Point,"[141.6027913, -38.3466301]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11577888417,node/11577888417,charging_station,,,,,,,,,Point,"[141.1831081, -35.2635176]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11578300609,node/11578300609,charging_station,,Jetcharge,,,,,,,Point,"[145.1648273, -37.8751244]",,,Chargefox,Q105775824,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11590215721,node/11590215721,charging_station,,,,,,,,,Point,"[145.3153884, -37.8561038]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11590237423,node/11590237423,charging_station,,,,,,,,,Point,"[143.5853794, -38.3407944]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11599375156,node/11599375156,charging_station,,,,,,,,,Point,"[145.1349761, -38.1517841]",,Engie,Chargefox,Q105775824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11648746507,node/11648746507,charging_station,,,,,,,,,Point,"[144.8943248, -37.8023621]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11679137269,node/11679137269,charging_station,,,,,,,,,Point,"[133.6729103, -32.1262255]",,RAA,Chargefox,Q105775824,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11679262104,node/11679262104,charging_station,,,,,,,,,Point,"[151.3200519, -33.5970633]",1,,Jolt,Q109783503,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11689937303,node/11689937303,charging_station,,,,,,,,,Point,"[150.8865473, -33.9579982]",,,Jolt,Q109783503,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11695236309,node/11695236309,charging_station,,,,,,,,,Point,"[150.7354796, -34.0418122]",,,Evie Networks,Q105795220,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11702410958,node/11702410958,charging_station,,,,,,,,,Point,"[145.0017197, -37.9448505]",,,AmpCharge,Q111744561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feature,node/11726440600,node/11726440600,charging_station,,,,,,,,,Point,"[128.7404505, -15.7790416]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
