amenity,operator,geometry,capacity,addr:city,addr:housenumber,addr:street,location,brand,socket_type
charging_station,Yurika,POINT (148.2489113 -20.0167979),2.0,,,,,Yurika,Type 2
charging_station,Yurika,POINT (147.404019 -19.5755234),2.0,,,,,Yurika,Type 2
charging_station,Yurika,POINT (146.7584605 -19.3233331),2.0,,,,,Yurika,Type 2
charging_station,ChargeStar,POINT (146.8208282 -19.2600757),1.0,,,,,,Type 2 Combo
charging_station,Yurika,POINT (146.0246187 -18.2627649),2.0,,,,,Yurika,Type 2
charging_station,Yurika,POINT (145.9240617 -17.9349336),2.0,,,,,Yurika,Type 2
charging_station,Yurika,POINT (146.0267957 -17.5235786),2.0,,,,,Yurika,Type 2
charging_station,Yurika,POINT (145.7790922 -16.9205159),2.0,,,,,Yurika,Type 2
charging_station,Yurika,POINT (145.462902 -16.5267821),2.0,,,,,Yurika,Type 2
charging_station,Chargefox,POINT (151.6240709 -32.9599116),5.288250652741515,,,,,,Unknown
charging_station,ChargePoint,POINT (137.9385131 -35.718308),5.288250652741515,,,,,ChargePoint,Unknown
charging_station,Yurika,POINT (153.0156633 -27.243335),2.0,,,,,Yurika,Type 2
charging_station,Yurika,POINT (153.1355179 -27.6379161),2.0,,,,,Yurika,Type 2
charging_station,Yurika,POINT (152.7584677 -27.6162053),2.0,,,,,Yurika,Type 2
charging_station,Yurika,POINT (151.8493789 -27.5200027),2.0,,,,,Yurika,Type 2
charging_station,Central Victorian Greenhouse Alliance,POINT (147.063117 -38.1121039),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,Central Victorian Greenhouse Alliance,POINT (143.9213354 -35.7344119),1.0,,,,,Charging the Regions,Type 2 Combo
charging_station,"Tesla, Inc.",POINT (145.4261508 -37.2100102),4.0,,,,,Tesla Supercharger,Unknown
charging_station,Tesla,POINT (151.644388 -32.935565),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,Tesla,POINT (151.6676792 -32.9033741),5.288250652741515,,,,,,Unknown
charging_station,Tesla,POINT (151.6677058 -32.903365),5.288250652741515,,,,,,Unknown
charging_station,EnergyAustralia,POINT (146.3477263 -38.1805437),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (151.7019405 -32.8918933),2.0,,,,,,Unknown
charging_station,Central Victorian Greenhouse Alliance,POINT (144.2609648 -36.9986135),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,ChargeFox,POINT (151.7789537 -32.9259292),22.0,,,,,,Unknown
charging_station,ChargeFox,POINT (151.7789514 -32.9259633),22.0,,,,,,Unknown
charging_station,,POINT (149.1333578 -35.2745267),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,,POINT (145.3299069 -42.1522093),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,,POINT (148.4516049 -36.4459863),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,,POINT (147.1376477 -41.4399913),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,,POINT (148.6165569 -36.4146819),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,,POINT (149.0857708 -35.3457734),5.288250652741515,,,,,,Unknown
charging_station,,POINT (148.3020342 -42.1348216),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,,POINT (147.1290413 -41.4403151),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,,POINT (148.30455 -36.5049077),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,"Tesla, Inc.",POINT (146.3673186 -41.1800018),5.288250652741515,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,"Tesla, Inc.",POINT (143.5929776 -38.3413505),5.288250652741515,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,Central Victorian Greenhouse Alliance,POINT (144.7479998 -36.1271422),5.288250652741515,,,,,Charging the Regions,Unknown
charging_station,"Tesla, Inc.",POINT (150.8322409 -32.4474435),6.0,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,Peterson's Armidale,POINT (151.6821565 -30.555484),7.4,,,,,,Unknown
charging_station,Powerhouse Hotel,POINT (151.6728399 -30.5062581),2.0,,,,,"Tesla, Inc.",Type 2
charging_station,"Tesla, Inc.",POINT (144.3824797 -38.0651667),5.288250652741515,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,Porsche,POINT (151.6482486 -33.1048978),5.288250652741515,,,,,,Unknown
charging_station,Central Victorian Greenhouse Alliance,POINT (144.2207964 -35.807933),5.288250652741515,,,,,Charging the Regions,Unknown
charging_station,Evie Networks,POINT (144.7821513 -37.6965635),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (144.3453057 -38.1293011),2.0,,,,,,Unknown
charging_station,Tropical North Queensland Electric Vehicle Tourist Drive,POINT (145.3844854 -17.3736451),2.0,,,,,,Unknown
charging_station,Evie Networks,POINT (153.3104507 -27.8553474),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (138.6437536 -34.937999),1.0,,,,,,Type 2
charging_station,,POINT (139.0244883 -35.2941487),2.0,,,,,"Tesla, Inc.",Type 2
charging_station,Central Victorian Greenhouse Alliance,POINT (143.9001993 -36.7405105),5.288250652741515,,,,,Charging the Regions,Unknown
charging_station,,POINT (149.1354639 -35.1841062),2.0,,,,,,Unknown
charging_station,Chargefox,POINT (145.1907152 -37.9365224),22.0,,,,,,Unknown
charging_station,Chargefox,POINT (145.1800698 -37.9528827),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (146.8452421 -41.525806),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (147.1419909 -41.4501546),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (151.2130127 -33.9069877),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (145.017674 -37.9593639),5.288250652741515,,,,,,Unknown
charging_station,,POINT (144.8209256 -38.3709259),2.0,,,,,"Tesla, Inc.",Unknown
charging_station,Evie Networks,POINT (153.149169 -29.5611899),5.288250652741515,,,,,,Unknown
charging_station,,POINT (116.4755665 -32.8021172),5.288250652741515,,,,,,Unknown
charging_station,"Tesla, Inc.",POINT (116.8788933 -33.0246993),3.0,,,,,Tesla Supercharger,Type 2 Combo
charging_station,"Tesla, Inc.",POINT (146.2590159 -38.172938),5.288250652741515,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,Central Victorian Greenhouse Alliance,POINT (143.2267286 -36.0790387),2.0,,,,,Charging the Regions,Type 2 Combo
charging_station,Central Victorian Greenhouse Alliance,POINT (144.4524935 -37.2470045),2.0,,1A,Hutton Street,,Charging the Regions,Type 2 Combo
charging_station,Central Victorian Greenhouse Alliance,POINT (144.217816 -37.0667926),5.288250652741515,,,,,Charging the Regions,Unknown
charging_station,,POINT (148.4516402 -36.4460208),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,,POINT (148.3045413 -36.5049165),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,Central Victorian Greenhouse Alliance,POINT (142.3156162 -35.0710089),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,Central Victorian Greenhouse Alliance,POINT (142.8516829 -35.5040579),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,Evie Networks,POINT (152.8219332 -27.5881184),2.0,,,,,,Unknown
charging_station,Central Victorian Greenhouse Alliance,POINT (142.7746538 -34.5848436),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,Central Victorian Greenhouse Alliance,POINT (143.5617026 -35.3409423),2.0,,,,,Charging the Regions,Type 2 Combo
charging_station,Chargefox,POINT (116.15296 -33.3587851),5.288250652741515,,,,,,Unknown
charging_station,,POINT (149.9120037 -36.8951652),5.288250652741515,,1,Elizabeth Street,,"Tesla, Inc.",Unknown
charging_station,,POINT (148.4515931 -36.4459986),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,Linga Network,POINT (141.9878017 -36.1423702),5.288250652741515,,,,,,Unknown
charging_station,Linga Network,POINT (142.0260508 -36.4546128),5.288250652741515,,,,,,Type 2
charging_station,Central Victorian Greenhouse Alliance,POINT (144.528833 -37.3558374),2.0,,,,,Charging the Regions,Unknown
charging_station,Central Victorian Greenhouse Alliance,POINT (145.4003239 -36.3803048),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,Central Victorian Greenhouse Alliance,POINT (143.6138978 -36.4179502),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,,POINT (150.5116862 -23.2884084),5.288250652741515,,,,,,Unknown
charging_station,Jolt,POINT (151.3031101 -33.6761456),1.0,,,Bungan Street,,,CHAdeMO
charging_station,Evie Networks,POINT (150.9199428 -33.8988886),5.288250652741515,,,,,,Type 2 Combo
charging_station,"Tesla, Inc.",POINT (145.05112 -38.2344038),5.288250652741515,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,IKEA,POINT (145.1435899 -37.9271751),4.0,,,,,,Type 2
charging_station,Bell Resources,POINT (151.2119085 -33.8648195),5.288250652741515,,123,Pitt Street,,Bell Resources,Unknown
charging_station,,POINT (152.1029637 -26.8857922),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,,POINT (115.8164108 -31.977504),2.0,,,,,,Unknown
charging_station,Tesla,POINT (152.9007826 -31.4071902),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,"Tesla, Inc.",POINT (115.7766534 -31.8771547),6.0,,,,,Tesla Supercharger,Type 2 Combo
charging_station,"Tesla, Inc.",POINT (115.717695 -33.3196098),6.0,,,,,Tesla Supercharger,Type 2
charging_station,Lakeside Joondalup Cinemas,POINT (115.7671672 -31.7426),2.0,,,,,,Unknown
charging_station,,POINT (115.7656665 -31.7454229),2.0,,,,,,Unknown
charging_station,NRMA,POINT (148.3878551 -30.9527945),5.288250652741515,,,,,,Unknown
charging_station,NRMA,POINT (148.1177704 -30.0207154),5.288250652741515,,,,,,Unknown
charging_station,EVUp,POINT (142.6092866 -37.1955356),2.0,,,,,,Unknown
charging_station,goelectricstations,POINT (139.276204 -35.120385),4.0,,,,,,Type 2
charging_station,Jolt,POINT (151.0644363 -33.8660864),1.0,,,,,,Type 2 Combo
charging_station,Jolt,POINT (151.2396953 -33.9435652),5.288250652741515,,,,,,Unknown
charging_station,Jolt,POINT (151.2241142 -33.9071444),1.0,,,,,,Unknown
charging_station,,POINT (151.1716659 -33.9080986),4.0,,,,,,Unknown
charging_station,"Tesla, Inc.",POINT (142.5192858 -38.381323),5.288250652741515,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,,POINT (144.3181255 -38.2159676),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (150.8754276 -33.7054584),5.288250652741515,,,,,,Unknown
charging_station,"Tesla, Inc.",POINT (142.1964354 -36.7158552),3.0,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,Evie Networks,POINT (145.1159422 -38.0547644),2.0,,,,,,Type 2 Combo
charging_station,,POINT (138.5042702 -34.8437992),2.0,,,,,,Unknown
charging_station,NRMA,POINT (141.4595159 -31.9596719),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (151.1692687 -33.8135004),5.288250652741515,,,,,,Unknown
charging_station,,POINT (150.8040539 -33.9532239),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (151.0301289 -33.9320564),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (149.0300976 -34.9692613),2.0,,,,,,Unknown
charging_station,Chargefox,POINT (150.8661667 -34.5878761),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (138.5944471 -34.9255431),2.0,,,,,chargefox,Type 2
charging_station,Barunga West Council,POINT (137.9317912 -33.5998723),5.288250652741515,,,,,Tesla,Unknown
charging_station,Chargefox,POINT (138.4863165 -34.8252197),5.288250652741515,,,,,Chargefox,Type 2
charging_station,Chargefox,POINT (138.5952833 -34.9277554),2.0,,,,,Chargefox,Type 2 Combo
charging_station,Chargefox,POINT (138.5952236 -34.9277543),2.0,,,,,Chargefox,Type 2
charging_station,,POINT (138.6219659 -35.5536727),5.288250652741515,,,,,,Unknown
charging_station,,POINT (138.6010902 -34.9617279),2.0,,,,,,Type 2
charging_station,,POINT (138.4630733 -35.3913107),1.0,,,,,"Tesla, Inc.",Unknown
charging_station,,POINT (138.3507389 -35.4570334),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (151.2681007 -33.871695),2.0,,,,,Jetcharge,Type 2
charging_station,,POINT (137.5974941 -34.7678388),1.0,,,,,"Tesla, Inc.",Type 2
charging_station,,POINT (137.9167075 -34.4225942),1.0,,,,,"Tesla, Inc.",Type 2
charging_station,Jolt,POINT (151.099324 -33.8872485),5.288250652741515,,,,,,Unknown
charging_station,,POINT (150.8530426 -33.7848221),5.288250652741515,,,,,,Unknown
charging_station,,POINT (150.8557293 -33.9522711),2.0,,,,,,Unknown
charging_station,RAC,POINT (115.7212028 -32.5276992),2.0,,,,,RAC,Unknown
charging_station,,POINT (125.4872676 -32.2708341),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (144.9933258 -37.8043969),5.288250652741515,,,,,,Unknown
charging_station,"Tesla, Inc.",POINT (151.0734395 -34.0338237),6.0,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,NRMA,POINT (143.3857829 -31.5575066),5.288250652741515,,,,,,Unknown
charging_station,Jolt,POINT (138.5496608 -35.0173769),1.0,,,,,,Unknown
charging_station,Jolt,POINT (151.2141725 -33.7620853),1.0,,,,,,Unknown
charging_station,Jolt,POINT (151.2869932 -33.7537328),1.0,,4-16,Oaks Avenue,,,CHAdeMO
charging_station,Stanwell,POINT (151.8401359 -26.5400752),5.288250652741515,,,,,,Type 2 Combo
charging_station,Western Sydney University,POINT (150.7291974 -33.7698741),2.0,,,,,,Type 2 Combo
charging_station,Hills Marketplace,POINT (151.2241781 -33.6892385),2.0,,287,Mona Vale Road,,Tesla Destination Charger,Unknown
charging_station,"Tesla, Inc.",POINT (115.076035 -33.9511802),3.0,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,Evie Networks,POINT (151.1206646 -33.7780797),5.288250652741515,,,,,,Unknown
charging_station,Jolt,POINT (151.283873 -33.7789889),1.0,,30,Dowling Street,,,CHAdeMO
charging_station,,POINT (120.0441758 -33.5816984),5.288250652741515,,,,,,Unknown
charging_station,,POINT (117.5557427 -33.691452),5.288250652741515,,,,,Veefil,Unknown
charging_station,Jolt,POINT (151.063567 -33.9621828),1.0,,,,,,Unknown
charging_station,,POINT (115.9703353 -32.522369),1.0,,,,,,Type 2
charging_station,Jolt,POINT (138.573198 -34.9060068),1.0,,,,,,Unknown
charging_station,Jolt,POINT (138.5728037 -34.905922),1.0,,,,,,Unknown
charging_station,,POINT (148.6817349 -33.8354773),2.0,,,,,"Tesla, Inc",Unknown
charging_station,Jolt,POINT (151.116168 -33.8695391),1.0,,,,,,Unknown
charging_station,Jolt,POINT (151.1096799 -33.8947565),1.0,,,,,,Unknown
charging_station,Chargefox,POINT (144.5997596 -37.7151996),2.0,,,,,,Unknown
charging_station,Chargefox,POINT (115.8968022 -33.0792151),2.0,,,,,,Type 2
charging_station,,POINT (115.7469427 -32.0584849),4.0,,,,,,Type 2
charging_station,,POINT (115.7461221 -32.0575795),2.0,,,,,"Tesla, Inc.",Unknown
charging_station,,POINT (115.7472283 -32.0573845),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,shopping center,POINT (138.6415665 -34.9420624),2.0,,,,,,Unknown
charging_station,Jolt,POINT (151.3037838 -33.6760959),1.0,,1,Park Street,,,CHAdeMO
charging_station,,POINT (136.5725086 -33.9167278),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,NRMA,POINT (145.8376295 -31.4988063),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (150.6737814 -33.7702608),4.0,,,,,,Unknown
charging_station,,POINT (141.6495675 -36.3328407),5.288250652741515,,,,,,Type 2
charging_station,Evie Networks,POINT (151.1710728 -33.9079872),2.0,,,,,,Unknown
charging_station,Jolt,POINT (151.1019416 -33.873882),1.0,,,,,,Unknown
charging_station,Evie Networks,POINT (144.7370438 -38.3385411),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (144.9148371 -37.6163187),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (150.2251818 -34.6071777),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (152.9489592 -27.5338615),4.0,,,,,,Unknown
charging_station,NRMA,POINT (145.9348827 -30.0884156),2.0,,,,,,Unknown
charging_station,NRMA,POINT (146.8577827 -29.9607798),2.0,,,,,,Unknown
charging_station,Evie Networks,POINT (150.7957656 -34.4952775),5.288250652741515,,,,,,Unknown
charging_station,ChargePoint,POINT (153.2608045 -27.7844523),5.288250652741515,,,,,ChargePoint,Unknown
charging_station,Evie Networks,POINT (144.9942276 -37.6478848),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (145.237506 -37.9213954),2.0,,,,,,Type 2 Combo
charging_station,,POINT (153.0819323 -27.444063),1.0,,,,,,Unknown
charging_station,Chargefox,POINT (146.7458333 -42.1244723),1.0,,,,,,Type 2 Combo
charging_station,Electric Highway Tasmania,POINT (146.7100895 -42.4850213),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (147.2424695 -43.3218733),1.0,,3959,Bruny Island Main Road,,,Type 2 Combo
charging_station,Electric Highway Tasmania,POINT (147.9681769 -41.6380862),1.0,,,Talbot Street,,Electric Highway Tasmania,Type 2
charging_station,Electric Highway Tasmania,POINT (147.371219 -42.2989031),2.0,,,,,,Unknown
charging_station,Chargefox,POINT (147.4269258 -42.8874253),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (145.2139634 -37.8319262),5.288250652741515,,,,,,Type 2 Combo
charging_station,Jolt,POINT (151.0954277 -33.8720579),1.0,,,,,,Unknown
charging_station,Evie Networks,POINT (150.90026 -33.9488297),2.0,,,,,,Type 2 Combo
charging_station,Warringah Mall,POINT (151.2644147 -33.7666354),4.0,,,,,"Tesla, Inc.",Unknown
charging_station,Central Victorian Greenhouse Alliance,POINT (146.6747212 -38.5644471),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,,POINT (134.7584779 -29.022055),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,AmpCharge,POINT (151.1999188 -33.9021318),2.0,,,,,,Unknown
charging_station,,POINT (152.5136654 -32.1790682),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (151.2088608 -33.8093255),2.0,,,,,,Unknown
charging_station,,POINT (145.023233 -37.7637113),2.0,,,,,,Type 2
charging_station,,POINT (145.023185 -37.7637061),2.0,,,,,,Type 2
charging_station,,POINT (145.0231298 -37.7637001),2.0,,,,,,Type 2
charging_station,,POINT (149.1869737 -35.2954975),5.288250652741515,,,,,,Unknown
charging_station,,POINT (149.1869976 -35.2955106),5.288250652741515,,,,,,Unknown
charging_station,,POINT (149.1870115 -35.2954938),5.288250652741515,,,,,,Unknown
charging_station,,POINT (149.1869915 -35.2954811),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (153.0644501 -26.4004166),5.288250652741515,,,,,,Unknown
charging_station,Jolt,POINT (151.081218 -33.9492389),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (151.0860347 -33.8300902),2.0,,,,,,Unknown
charging_station,AmpCharge,POINT (153.0108529 -27.3420061),2.0,,,,,,Unknown
charging_station,AmpCharge,POINT (150.9946067 -33.787764),5.288250652741515,,,,,,Type 2 Combo
charging_station,Yass Soldiers Club,POINT (148.9128433 -34.84184),2.0,,,,,"Tesla, Inc.",Unknown
charging_station,Jolt,POINT (151.0801412 -33.9701906),1.0,,,,,,Unknown
charging_station,,POINT (151.0790514 -33.8256295),3.0,,,,,,Type 2
charging_station,,POINT (151.0065082 -33.7296798),3.0,,,,,"Tesla, Inc.",Type 2
charging_station,Evie Networks,POINT (144.915179 -37.7726024),5.288250652741515,,,,,,Unknown
charging_station,,POINT (145.1227188 -38.1438691),2.0,,,,,Jetcharge,Type 2
charging_station,NRMA,POINT (153.0483802 -28.8659126),5.288250652741515,,,,,,Unknown
charging_station,NRMA,POINT (150.173894 -35.7096667),2.0,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (151.2128688 -33.7036198),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (143.934527 -37.5647424),4.0,,,,,,Type 2 Combo
charging_station,NRMA,POINT (147.1969608 -31.5643351),5.288250652741515,,,,,,Unknown
charging_station,"Tesla, Inc.",POINT (140.8026216 -37.8347592),5.288250652741515,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,,POINT (146.8386193 -36.3138529),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (151.0848349 -33.8359626),4.0,,,,,,Type 2
charging_station,Evie Networks,POINT (145.1918955 -38.3082563),5.288250652741515,,,,,,Type 2 Combo
charging_station,Central Victorian Greenhouse Alliance,POINT (148.4559951 -37.7057324),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,Jolt,POINT (151.1060452 -33.9678598),1.0,,,,,,Unknown
charging_station,Jolt,POINT (151.0710625 -33.948437),1.0,,,,,,Unknown
charging_station,Jolt,POINT (151.0858151 -33.807399),1.0,,,,,,Unknown
charging_station,,POINT (151.1694068 -33.8130165),5.288250652741515,,,,,"Tesla, Inc.",Unknown
charging_station,Electric Highway Tasmania,POINT (146.6290095 -42.754782),5.288250652741515,,,,,,Type 2
charging_station,BP Pulse,POINT (145.1233653 -37.6802607),5.288250652741515,,,,,,Type 2 Combo
charging_station,Central Victorian Greenhouse Alliance,POINT (149.1519705 -37.5650496),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,,POINT (130.8699148 -12.3746811),5.288250652741515,,,,,,Unknown
charging_station,,POINT (130.860126 -12.4307902),5.288250652741515,,,,,,Unknown
charging_station,,POINT (130.8466989 -12.4663857),5.288250652741515,,,,,,Unknown
charging_station,,POINT (151.1094379 -33.7755511),6.0,,,,,,Type 2
charging_station,,POINT (115.7977393 -31.8763974),5.288250652741515,,,,,,Unknown
charging_station,BP Pulse,POINT (145.0069973 -37.9001349),5.288250652741515,,,,,BP Pulse,Type 2 Combo
charging_station,NRMA,POINT (146.5498937 -34.7464753),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (147.2343632 -43.0708845),5.288250652741515,,,,,,Type 2
charging_station,"Tesla, Inc.",POINT (149.1520346 -37.5650916),5.288250652741515,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,,POINT (151.1706842 -33.8140858),4.0,,,,,,Unknown
charging_station,Evie Networks,POINT (150.4297454 -33.7206902),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (151.1492145 -33.8848452),5.288250652741515,,,,,,Unknown
charging_station,Central Victorian Greenhouse Alliance,POINT (141.2965659 -37.0366955),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,Evie Networks,POINT (153.4097005 -27.9807754),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (144.8082128 -37.7264375),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (145.0268501 -37.8631061),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (141.2383789 -36.3777087),5.288250652741515,,,,,,Type 2 Combo
charging_station,EVup,POINT (142.8409671 -37.7117289),5.288250652741515,,,,,,Unknown
charging_station,,POINT (144.757421 -36.1135121),5.288250652741515,,,,,,Unknown
charging_station,Jolt,POINT (151.0815506 -33.9815934),1.0,,,,,,Unknown
charging_station,Evie Networks,POINT (147.303553 -42.9802655),2.0,,,,,,Type 2
charging_station,Chargefox,POINT (147.2166221 -41.251906),5.288250652741515,,,,,,Type 2
charging_station,,POINT (147.2968239 -42.8484746),1.0,,,,,,Unknown
charging_station,Central Victorian Greenhouse Alliance,POINT (147.5912017 -37.1010408),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,Central Victorian Greenhouse Alliance,POINT (147.6276789 -37.8255492),5.288250652741515,,,,,Charging the Regions,Unknown
charging_station,Evie Networks,POINT (153.4275587 -28.0353151),4.0,,,,,,Unknown
charging_station,Evie Networks,POINT (151.1267526 -33.8740709),5.288250652741515,,,,,,Type 2 Combo
charging_station,BP Pulse,POINT (151.0669461 -33.9195544),5.288250652741515,,,,,BP Pulse,Type 2 Combo
charging_station,Foxcharger,POINT (145.0225411 -37.8808068),5.288250652741515,,,,,,Unknown
charging_station,Foxcharger,POINT (145.0225886 -37.8808133),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (152.9908938 -27.2290784),2.0,,,,,Woolworths,Type 2 Combo
charging_station,Chargefox,POINT (152.9908943 -27.2291221),2.0,,,,,Woolworths,Type 2 Combo
charging_station,BP Pulse,POINT (151.4443624 -33.3628805),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (138.6558412 -34.8892781),5.288250652741515,,,,,,Unknown
charging_station,Electric Highway Tasmania,POINT (147.9099576 -42.5081603),5.288250652741515,,,,,,Type 2
charging_station,,POINT (148.2422011 -42.092485),5.288250652741515,,,,,,Unknown
charging_station,,POINT (147.8145103 -42.8870084),5.288250652741515,,,,,,Unknown
charging_station,Jolt,POINT (138.6315391 -34.9160235),5.288250652741515,,,,,,Unknown
charging_station,"Tesla, Inc.",POINT (152.017583 -29.0560795),4.0,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,BP Pulse,POINT (149.9958809 -34.7190997),5.288250652741515,,,,,,Type 2 Combo
charging_station,BP Pulse,POINT (150.0006494 -34.7184231),5.288250652741515,,,,,,Type 2 Combo
charging_station,Yurika,POINT (150.1869854 -26.6589037),5.288250652741515,,,,,,Unknown
charging_station,"Tesla, Inc.",POINT (145.1347209 -37.8377449),12.0,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,Chargefox,POINT (150.7889593 -34.0678179),2.0,,,,,,Unknown
charging_station,,POINT (118.1491738 -31.8778574),5.288250652741515,,,,,,Unknown
charging_station,"Tesla, Inc.",POINT (145.4009851 -36.3843671),6.0,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,,POINT (144.3398434 -38.228002),5.288250652741515,,,,,,Type 2
charging_station,Chargefox,POINT (150.7889111 -34.0678179),2.0,,,,,,Unknown
charging_station,,POINT (146.1800703 -41.426075),1.0,,,,,,Type 2
charging_station,BP Pulse,POINT (150.8236391 -34.0532156),5.288250652741515,,,,,,Type 2 Combo
charging_station,Tesla,POINT (152.0626879 -32.701433),2.0,,,,,"Tesla, Inc.",Unknown
charging_station,Chargefox,POINT (146.9740078 -43.4316033),5.288250652741515,,,,,,Unknown
charging_station,Jolt,POINT (138.6731222 -34.8885406),5.288250652741515,,,,,,Unknown
charging_station,BP Pulse,POINT (150.8503059 -33.8109506),2.0,,,,,,Type 2 Combo
charging_station,,POINT (146.3414448 -41.1792402),5.288250652741515,,,,,,Type 2
charging_station,,POINT (116.0358916 -34.4440118),5.288250652741515,,,,,RAC,Unknown
charging_station,,POINT (145.1319018 -37.908123),2.0,,,,,,Unknown
charging_station,BP Pulse,POINT (151.2559187 -33.7955368),5.288250652741515,,,,,,Unknown
charging_station,BP Pulse,POINT (151.0177286 -33.9388196),5.288250652741515,,,,,,Unknown
charging_station,BP Pulse,POINT (151.7371187 -32.7833007),2.0,,,,,,Type 2 Combo
charging_station,Jolt,POINT (151.298355 -33.713676),1.0,,,,,,Unknown
charging_station,EnergyROI,POINT (145.3256657 -42.1549),5.288250652741515,,,The Esplanade,,,Type 2 Combo
charging_station,BP Pulse,POINT (151.1061283 -33.6899794),2.0,,,,,,Type 2 Combo
